Commune_Number,Commune_Name,EPCI_Number,Very_Low_Income_Population_Count,Very_Low_Income_Population_Percent
1001,L'Abergement-Clémenciat,200069193,nd,4.1
1002,L'Abergement-de-Varey,240100883,nd,4.9
1004,Ambérieu-en-Bugey,240100883,nd,4.9
1005,Ambérieux-en-Dombes,200042497,nd,3.3
1006,Ambléon,200040350,nd,6.5
1007,Ambronay,240100883,nd,4.9
1008,Ambutrix,240100883,nd,4.9
1009,Andert-et-Condon,200040350,nd,6.5
1010,Anglefort,200070852,nd,4.8
1011,Apremont,200042935,nd,7.7
1012,Aranc,200042935,nd,7.7
1013,Arandas,240100883,nd,4.9
1014,Arbent,200042935,nd,7.7
1015,Arboys en Bugey,200040350,nd,6.5
1016,Arbigny,200071371,nd,3.9
1017,Argis,240100883,nd,4.9
1019,Armix,200040350,nd,6.5
1021,Ars-sur-Formans,200042497,nd,3.3
1022,Artemare,200040350,nd,6.5
1023,Asnières-sur-Saône,200071371,nd,3.9
1024,Attignat,200071751,nd,6.6
1025,Bâgé-Dommartin,200071371,nd,3.9
1026,Bâgé-le-Châtel,200071371,nd,3.9
1027,Balan,240100610,nd,4
1028,Baneins,200069193,nd,4.1
1029,Beaupont,200071751,nd,6.6
1030,Beauregard,200042497,nd,3.3
1031,Bellignat,200042935,nd,7.7
1032,Béligneux,240100610,nd,4
1033,Valserhône,240100891,nd,7.1
1034,Belley,200040350,nd,6.5
1035,Belleydoux,200042935,nd,7.7
1036,Valromey-sur-Séran,200040350,nd,6.5
1037,Bénonces,240100883,nd,4.9
1038,Bény,200071751,nd,6.6
1039,Béon,200040350,nd,6.5
1040,Béréziat,200071751,nd,6.6
1041,Bettant,240100883,nd,4.9
1042,Bey,200070555,nd,3.6
1043,Beynost,240100800,3.1,4.9
1044,Billiat,240100891,nd,7.1
1045,Birieux,200069193,nd,4.1
1046,Biziat,200070555,nd,3.6
1047,Blyes,240100883,nd,4.9
1049,La Boisse,240100610,nd,4
1050,Boissey,200071371,nd,3.9
1051,Bolozon,200042935,nd,7.7
1052,Bouligneux,200069193,nd,4.1
1053,Bourg-en-Bresse,200071751,nd,6.6
1054,Bourg-Saint-Christophe,240100883,nd,4.9
1056,Boyeux-Saint-Jérôme,200029999,nd,4.5
1057,Boz,200071371,nd,3.9
1058,Brégnier-Cordon,200040350,nd,6.5
1060,Brénod,200042935,nd,7.7
1061,Brens,200040350,nd,6.5
1062,Bressolles,240100610,nd,4
1063,Brion,200042935,nd,7.7
1064,Briord,240100883,nd,4.9
1065,Buellas,200071751,nd,6.6
1066,La Burbanche,200040350,nd,6.5
1067,Ceignes,200042935,nd,7.7
1068,Cerdon,200029999,nd,4.5
1069,Certines,200071751,nd,6.6
1071,Cessy,240100750,nd,11.6
1072,Ceyzériat,200071751,nd,6.6
1073,Ceyzérieu,200040350,nd,6.5
1074,Chalamont,200069193,nd,4.1
1075,Chaleins,200070118,nd,3.1
1076,Chaley,240100883,nd,4.9
1077,Challes-la-Montagne,200029999,nd,4.5
1078,Challex,240100750,nd,11.6
1079,Champagne-en-Valromey,200040350,nd,6.5
1080,Champdor-Corcelles,200042935,nd,7.7
1081,Champfromier,240100891,nd,7.1
1082,Chanay,240100891,nd,7.1
1083,Chaneins,200069193,nd,4.1
1084,Chanoz-Châtenay,200070555,nd,3.6
1085,La Chapelle-du-Châtelard,200069193,nd,4.1
1087,Charix,200042935,nd,7.7
1088,Charnoz-sur-Ain,240100883,nd,4.9
1089,Château-Gaillard,240100883,nd,4.9
1090,Châtenay,200069193,nd,4.1
1092,Châtillon-la-Palud,200069193,nd,4.1
1093,Châtillon-sur-Chalaronne,200069193,nd,4.1
1094,Chavannes-sur-Reyssouze,200071371,nd,3.9
1095,Nivigne et Suran,200071751,nd,6.6
1096,Chaveyriat,200070555,nd,3.6
1098,Chazey-Bons,200040350,nd,6.5
1099,Chazey-sur-Ain,240100883,nd,4.9
1100,Cheignieu-la-Balme,200040350,nd,6.5
1101,Chevillard,200042935,nd,7.7
1102,Chevroux,200071371,nd,3.9
1103,Chevry,240100750,nd,11.6
1104,Chézery-Forens,240100750,nd,11.6
1105,Civrieux,200042497,nd,3.3
1106,Cize,200071751,nd,6.6
1107,Cleyzieu,240100883,nd,4.9
1108,Coligny,200071751,nd,6.6
1109,Collonges,240100750,nd,11.6
1110,Colomieu,200040350,nd,6.5
1111,Conand,240100883,nd,4.9
1112,Condamine,200042935,nd,7.7
1113,Condeissiat,200069193,nd,4.1
1114,Confort,240100891,nd,7.1
1115,Confrançon,200071751,nd,6.6
1116,Contrevoz,200040350,nd,6.5
1117,Conzieu,200040350,nd,6.5
1118,Corbonod,200070852,nd,4.8
1121,Corlier,200042935,nd,7.7
1123,Cormoranche-sur-Saône,200070555,nd,3.6
1124,Cormoz,200071751,nd,6.6
1125,Corveissiat,200071751,nd,6.6
1127,Courmangoux,200071751,nd,6.6
1128,Courtes,200071751,nd,6.6
1129,Crans,200069193,nd,4.1
1130,Bresse Vallons,200071751,nd,6.6
1133,Cressin-Rochefort,200040350,nd,6.5
1134,Crottet,200070555,nd,3.6
1135,Crozet,240100750,nd,11.6
1136,Cruzilles-lès-Mépillat,200070555,nd,3.6
1138,Culoz,200040350,nd,6.5
1139,Curciat-Dongalon,200071751,nd,6.6
1140,Curtafond,200071751,nd,6.6
1141,Cuzieu,200040350,nd,6.5
1142,Dagneux,240100610,nd,4
1143,Divonne-les-Bains,240100750,nd,11.6
1145,Dompierre-sur-Veyle,200071751,nd,6.6
1146,Dompierre-sur-Chalaronne,200069193,nd,4.1
1147,Domsure,200071751,nd,6.6
1148,Dortan,200042935,nd,7.7
1149,Douvres,240100883,nd,4.9
1150,Drom,200071751,nd,6.6
1151,Druillat,200071751,nd,6.6
1152,Échallon,200042935,nd,7.7
1153,Échenevex,240100750,nd,11.6
1155,Évosges,200042935,nd,7.7
1156,Faramans,240100883,nd,4.9
1157,Fareins,200042497,nd,3.3
1158,Farges,240100750,nd,11.6
1159,Feillens,200071371,nd,3.9
1160,Ferney-Voltaire,240100750,nd,11.6
1162,Flaxieu,200040350,nd,6.5
1163,Foissiat,200071751,nd,6.6
1165,Francheleins,200070118,nd,3.1
1166,Frans,200042497,nd,3.3
1167,Garnerans,200070118,nd,3.1
1169,Genouilleux,200070118,nd,3.1
1170,Béard-Géovreissiat,200042935,nd,7.7
1171,Géovreisset,200042935,nd,7.7
1173,Gex,240100750,nd,11.6
1174,Giron,240100891,nd,7.1
1175,Gorrevod,200071371,nd,3.9
1177,Grand-Corent,200071751,nd,6.6
1179,Grièges,200070555,nd,3.6
1180,Grilly,240100750,nd,11.6
1181,Groissiat,200042935,nd,7.7
1183,Guéreins,200070118,nd,3.1
1184,Hautecourt-Romanèche,200071751,nd,6.6
1185,Plateau d'Hauteville,200042935,nd,7.7
1187,Haut Valromey,200040350,nd,6.5
1188,Illiat,200070118,nd,3.1
1189,Injoux-Génissiat,240100891,nd,7.1
1190,Innimond,240100883,nd,4.9
1191,Izenave,200042935,nd,7.7
1192,Izernore,200042935,nd,7.7
1193,Izieu,200040350,nd,6.5
1194,Jassans-Riottier,200040590,nd,8.3
1195,Jasseron,200071751,nd,6.6
1196,Jayat,200071751,nd,6.6
1197,Journans,200071751,nd,6.6
1198,Joyeux,240100883,nd,4.9
1199,Jujurieux,200029999,nd,4.5
1200,Labalme,200029999,nd,4.5
1202,Lagnieu,240100883,nd,4.9
1203,Laiz,200070555,nd,3.6
1204,Le Poizat-Lalleyriat,200042935,nd,7.7
1206,Lantenay,200042935,nd,7.7
1207,Lapeyrouse,200069193,nd,4.1
1208,Lavours,200040350,nd,6.5
1209,Léaz,240100750,nd,11.6
1210,Lélex,240100750,nd,11.6
1211,Lent,200071751,nd,6.6
1212,Lescheroux,200071751,nd,6.6
1213,Leyment,240100883,nd,4.9
1214,Leyssard,200042935,nd,7.7
1215,Surjoux-Lhopital,240100891,nd,7.1
1216,Lhuis,240100883,nd,4.9
1219,Lompnas,240100883,nd,4.9
1224,Loyettes,240100883,nd,4.9
1225,Lurcy,200070118,nd,3.1
1227,Magnieu,200040350,nd,6.5
1228,Maillat,200042935,nd,7.7
1229,Malafretaz,200071751,nd,6.6
1230,Mantenay-Montlin,200071751,nd,6.6
1231,Manziat,200071371,nd,3.9
1232,Marboz,200071751,nd,6.6
1233,Marchamp,240100883,nd,4.9
1234,Marignieu,200040350,nd,6.5
1235,Marlieux,200069193,nd,4.1
1236,Marsonnas,200071751,nd,6.6
1237,Martignat,200042935,nd,7.7
1238,Massieux,200042497,nd,3.3
1239,Massignieu-de-Rives,200040350,nd,6.5
1240,Matafelon-Granges,200042935,nd,7.7
1241,Meillonnas,200071751,nd,6.6
1242,Mérignat,200029999,nd,4.5
1243,Messimy-sur-Saône,200070118,nd,3.1
1244,Meximieux,240100883,nd,4.9
1245,Bohas-Meyriat-Rignat,200071751,nd,6.6
1246,Mézériat,200070555,nd,3.6
1247,Mijoux,240100750,nd,11.6
1248,Mionnay,200069193,nd,4.1
1249,Miribel,240100800,6.7,4.9
1250,Misérieux,200042497,nd,3.3
1252,Mogneneins,200070118,nd,3.1
1254,Montagnat,200071751,nd,6.6
1255,Montagnieu,240100883,nd,4.9
1257,Montanges,240100891,nd,7.1
1258,Montceaux,200070118,nd,3.1
1259,Montcet,200071751,nd,6.6
1260,Le Montellier,240100883,nd,4.9
1261,Monthieux,200069193,nd,4.1
1262,Montluel,240100610,nd,4
1263,Montmerle-sur-Saône,200070118,nd,3.1
1264,Montracol,200071751,nd,6.6
1265,Montréal-la-Cluse,200042935,nd,7.7
1266,Montrevel-en-Bresse,200071751,nd,6.6
1267,Nurieux-Volognat,200042935,nd,7.7
1268,Murs-et-Gélignieux,200040350,nd,6.5
1269,Nantua,200042935,nd,7.7
1272,Neuville-les-Dames,200069193,nd,4.1
1273,Neuville-sur-Ain,200029999,nd,4.5
1274,Les Neyrolles,200042935,nd,7.7
1275,Neyron,240100800,3.4,4.9
1276,Niévroz,240100610,nd,4
1277,Nivollet-Montgriffon,240100883,nd,4.9
1279,Oncieu,240100883,nd,4.9
1280,Ordonnaz,240100883,nd,4.9
1281,Ornex,240100750,nd,11.6
1282,Outriaz,200042935,nd,7.7
1283,Oyonnax,200042935,nd,7.7
1284,Ozan,200071371,nd,3.9
1285,Parcieux,200042497,nd,3.3
1286,Parves et Nattages,200040350,nd,6.5
1288,Péron,240100750,nd,11.6
1289,Péronnas,200071751,nd,6.6
1290,Pérouges,240100883,nd,4.9
1291,Perrex,200070555,nd,3.6
1293,Peyriat,200042935,nd,7.7
1294,Peyrieu,200040350,nd,6.5
1295,Peyzieux-sur-Saône,200070118,nd,3.1
1296,Pirajoux,200071751,nd,6.6
1297,Pizay,240100610,nd,4
1298,Plagne,240100891,nd,7.1
1299,Le Plantay,200069193,nd,4.1
1301,Polliat,200071751,nd,6.6
1302,Pollieu,200040350,nd,6.5
1303,Poncin,200029999,nd,4.5
1304,Pont-d'Ain,200029999,nd,4.5
1305,Pont-de-Vaux,200071371,nd,3.9
1306,Pont-de-Veyle,200070555,nd,3.6
1307,Port,200042935,nd,7.7
1308,Pougny,240100750,nd,11.6
1309,Pouillat,200071751,nd,6.6
1310,Prémeyzel,200040350,nd,6.5
1311,Prémillieu,200042935,nd,7.7
1313,Prévessin-Moëns,240100750,nd,11.6
1314,Priay,200029999,nd,4.5
1317,Ramasse,200071751,nd,6.6
1318,Rancé,200042497,nd,3.3
1319,Relevant,200069193,nd,4.1
1320,Replonges,200071371,nd,3.9
1321,Revonnas,200071751,nd,6.6
1322,Reyrieux,200042497,nd,3.3
1323,Reyssouze,200071371,nd,3.9
1325,Rignieux-le-Franc,240100883,nd,4.9
1328,Romans,200069193,nd,4.1
1329,Rossillon,200040350,nd,6.5
1330,Ruffieu,200040350,nd,6.5
1331,Saint-Alban,200029999,nd,4.5
1332,Saint-André-de-Bâgé,200071371,nd,3.9
1333,Saint-André-de-Corcy,200069193,nd,4.1
1334,Saint-André-d'Huiriat,200070555,nd,3.6
1335,Saint-André-le-Bouchoux,200069193,nd,4.1
1336,Saint-André-sur-Vieux-Jonc,200071751,nd,6.6
1337,Saint-Bénigne,200071371,nd,3.9
1338,Groslée-Saint-Benoit,200040350,nd,6.5
1339,Saint-Bernard,200042497,nd,3.3
1342,Sainte-Croix,240100610,nd,4
1343,Saint-Cyr-sur-Menthon,200070555,nd,3.6
1344,Saint-Denis-lès-Bourg,200071751,nd,6.6
1345,Saint-Denis-en-Bugey,240100883,nd,4.9
1346,Saint-Didier-d'Aussiat,200071751,nd,6.6
1347,Saint-Didier-de-Formans,200042497,nd,3.3
1348,Saint-Didier-sur-Chalaronne,200070118,nd,3.1
1349,Saint-Éloi,240100883,nd,4.9
1350,Saint-Étienne-du-Bois,200071751,nd,6.6
1351,Saint-Étienne-sur-Chalaronne,200070118,nd,3.1
1352,Saint-Étienne-sur-Reyssouze,200071371,nd,3.9
1353,Sainte-Euphémie,200042497,nd,3.3
1354,Saint-Genis-Pouilly,240100750,nd,11.6
1355,Saint-Genis-sur-Menthon,200070555,nd,3.6
1356,Saint-Georges-sur-Renon,200069193,nd,4.1
1357,Saint-Germain-de-Joux,240100891,nd,7.1
1358,Saint-Germain-les-Paroisses,200040350,nd,6.5
1359,Saint-Germain-sur-Renon,200069193,nd,4.1
1360,Saint-Jean-de-Gonville,240100750,nd,11.6
1361,Saint-Jean-de-Niost,240100883,nd,4.9
1362,Saint-Jean-de-Thurigneux,200042497,nd,3.3
1363,Saint-Jean-le-Vieux,200029999,nd,4.5
1364,Saint-Jean-sur-Reyssouze,200071751,nd,6.6
1365,Saint-Jean-sur-Veyle,200070555,nd,3.6
1366,Sainte-Julie,240100883,nd,4.9
1367,Saint-Julien-sur-Reyssouze,200071751,nd,6.6
1368,Saint-Julien-sur-Veyle,200070555,nd,3.6
1369,Saint-Just,200071751,nd,6.6
1370,Saint-Laurent-sur-Saône,200070308,nd,7.7
1371,Saint-Marcel,200069193,nd,4.1
1372,Saint-Martin-de-Bavel,200040350,nd,6.5
1373,Saint-Martin-du-Frêne,200042935,nd,7.7
1374,Saint-Martin-du-Mont,200071751,nd,6.6
1375,Saint-Martin-le-Châtel,200071751,nd,6.6
1376,Saint-Maurice-de-Beynost,240100800,5.4,4.9
1378,Saint-Maurice-de-Gourdans,240100883,nd,4.9
1379,Saint-Maurice-de-Rémens,240100883,nd,4.9
1380,Saint-Nizier-le-Bouchoux,200071751,nd,6.6
1381,Saint-Nizier-le-Désert,200069193,nd,4.1
1382,Sainte-Olive,200069193,nd,4.1
1383,Saint-Paul-de-Varax,200069193,nd,4.1
1384,Saint-Rambert-en-Bugey,240100883,nd,4.9
1385,Saint-Rémy,200071751,nd,6.6
1386,Saint-Sorlin-en-Bugey,240100883,nd,4.9
1387,Saint-Sulpice,200071751,nd,6.6
1388,Saint-Trivier-de-Courtes,200071751,nd,6.6
1389,Saint-Trivier-sur-Moignans,200069193,nd,4.1
1390,Saint-Vulbas,240100883,nd,4.9
1391,Salavre,200071751,nd,6.6
1392,Samognat,200042935,nd,7.7
1393,Sandrans,200069193,nd,4.1
1396,Sault-Brénaz,240100883,nd,4.9
1397,Sauverny,240100750,nd,11.6
1398,Savigneux,200042497,nd,3.3
1399,Ségny,240100750,nd,11.6
1400,Seillonnaz,240100883,nd,4.9
1401,Sergy,240100750,nd,11.6
1402,Sermoyer,200071371,nd,3.9
1403,Serrières-de-Briord,240100883,nd,4.9
1404,Serrières-sur-Ain,200029999,nd,4.5
1405,Servas,200071751,nd,6.6
1406,Servignat,200071751,nd,6.6
1407,Seyssel,200070852,nd,4.8
1408,Simandre-sur-Suran,200071751,nd,6.6
1410,Sonthonnax-la-Montagne,200042935,nd,7.7
1411,Souclin,240100883,nd,4.9
1412,Sulignat,200069193,nd,4.1
1415,Talissieu,200040350,nd,6.5
1416,Tenay,240100883,nd,4.9
1418,Thil,240100800,1.4,4.9
1419,Thoiry,240100750,nd,11.6
1420,Thoissey,200070118,nd,3.1
1421,Torcieu,240100883,nd,4.9
1422,Tossiat,200071751,nd,6.6
1423,Toussieux,200042497,nd,3.3
1424,Tramoyes,240100800,2.6,4.9
1425,La Tranclière,200071751,nd,6.6
1426,Val-Revermont,200071751,nd,6.6
1427,Trévoux,200042497,nd,3.3
1428,Valeins,200069193,nd,4.1
1429,Vandeins,200071751,nd,6.6
1430,Varambon,200029999,nd,4.5
1431,Vaux-en-Bugey,240100883,nd,4.9
1432,Verjon,200071751,nd,6.6
1433,Vernoux,200071751,nd,6.6
1434,Versailleux,200069193,nd,4.1
1435,Versonnex,240100750,nd,11.6
1436,Vesancy,240100750,nd,11.6
1437,Vescours,200071751,nd,6.6
1439,Vésines,200071371,nd,3.9
1441,Vieu-d'Izenave,200042935,nd,7.7
1443,Villars-les-Dombes,200069193,nd,4.1
1444,Villebois,240100883,nd,4.9
1445,Villemotier,200071751,nd,6.6
1446,Villeneuve,200042497,nd,3.3
1447,Villereversure,200071751,nd,6.6
1448,Villes,240100891,nd,7.1
1449,Villette-sur-Ain,200069193,nd,4.1
1450,Villieu-Loyes-Mollon,240100883,nd,4.9
1451,Viriat,200071751,nd,6.6
1452,Virieu-le-Grand,200040350,nd,6.5
1453,Arvière-en-Valromey,200040350,nd,6.5
1454,Virignin,200040350,nd,6.5
1456,Vongnes,200040350,nd,6.5
1457,Vonnas,200070555,nd,3.6
2001,Abbécourt,200071785,nd,11.8
2002,Achery,200071785,nd,11.8
2003,Acy,240200477,nd,12.8
2004,Agnicourt-et-Séchelles,240200469,nd,7.9
2005,Aguilcourt,240200576,nd,6.1
2006,Aisonville-et-Bernoville,200071983,nd,13.3
2007,Aizelles,240200592,nd,5.9
2008,Aizy-Jouy,240200501,nd,6.1
2009,Alaincourt,200040426,nd,7.5
2010,Allemant,240200501,nd,6.1
2011,Ambleny,200071991,nd,7.1
2012,Ambrief,240200519,nd,6.7
2013,Amifontaine,240200576,nd,6.1
2014,Amigny-Rouy,200071785,nd,11.8
2015,Ancienville,200071991,nd,7.1
2016,Andelain,200071785,nd,11.8
2017,Anguilcourt-le-Sart,200071785,nd,11.8
2018,Anizy-le-Grand,200071769,nd,9
2019,Annois,200071892,nd,14.1
2020,Any-Martin-Rieux,240200600,nd,15.7
2021,Archon,240200634,nd,11.4
2022,Arcy-Sainte-Restitue,240200519,nd,6.7
2023,Armentières-sur-Ourcq,200072031,nd,8.7
2024,Arrancy,200043495,nd,14.1
2025,Artemps,200071892,nd,14.1
2027,Assis-sur-Serre,240200469,nd,7.9
2028,Athies-sous-Laon,200043495,nd,14.1
2029,Attilly,240200493,nd,9.8
2030,Aubencheul-aux-Bois,240200493,nd,9.8
2031,Aubenton,240200600,nd,15.7
2032,Aubigny-aux-Kaisnes,200071892,nd,14.1
2033,Aubigny-en-Laonnois,240200592,nd,5.9
2034,Audignicourt,200071991,nd,7.1
2035,Audigny,200071983,nd,13.3
2036,Augy,240200501,nd,6.1
2037,Aulnois-sous-Laon,200043495,nd,14.1
2038,Les Autels,240200634,nd,11.4
2039,Autremencourt,240200469,nd,7.9
2040,Autreppes,240200444,nd,10.8
2041,Autreville,200071785,nd,11.8
2042,Azy-sur-Marne,200072031,nd,8.7
2043,Bagneux,240200477,nd,12.8
2044,Bancigny,240200444,nd,10.8
2046,Barenton-Bugny,240200469,nd,7.9
2047,Barenton-Cel,240200469,nd,7.9
2048,Barenton-sur-Serre,240200469,nd,7.9
2049,Barisis-aux-Bois,200071769,nd,9
2050,Barzy-en-Thiérache,240200444,nd,10.8
2051,Barzy-sur-Marne,200072031,nd,8.7
2052,Bassoles-Aulers,200071769,nd,9
2053,Vallées en Champagne,200072031,nd,8.7
2054,Bazoches-sur-Vesles,240200501,nd,6.1
2055,Beaumé,240200600,nd,15.7
2056,Beaumont-en-Beine,200071785,nd,11.8
2057,Beaurevoir,240200493,nd,9.8
2058,Beaurieux,240200592,nd,5.9
2059,Beautor,200071785,nd,11.8
2060,Beauvois-en-Vermandois,240200493,nd,9.8
2061,Becquigny,240200493,nd,9.8
2062,Belleau,200072031,nd,8.7
2063,Bellenglise,240200493,nd,9.8
2064,Belleu,240200477,nd,12.8
2065,Bellicourt,240200493,nd,9.8
2066,Benay,200040426,nd,7.5
2067,Bergues-sur-Sambre,240200444,nd,10.8
2068,Berlancourt,240200444,nd,10.8
2069,Berlise,240200634,nd,11.4
2070,Bernot,200071983,nd,13.3
2071,Berny-Rivière,200071991,nd,7.1
2072,Berrieux,240200592,nd,5.9
2073,Berry-au-Bac,240200576,nd,6.1
2074,Bertaucourt-Epourdon,200071785,nd,11.8
2075,Berthenicourt,200040426,nd,7.5
2076,Bertricourt,240200576,nd,6.1
2077,Berzy-le-Sec,240200477,nd,12.8
2078,Besmé,200071769,nd,9
2079,Besmont,240200600,nd,15.7
2080,Besny-et-Loizy,200043495,nd,14.1
2081,Béthancourt-en-Vaux,200071785,nd,11.8
2082,Beugneux,240200519,nd,6.7
2083,Beuvardes,200072031,nd,8.7
2084,Bézu-le-Guéry,240200584,nd,6.3
2085,Bézu-Saint-Germain,200072031,nd,8.7
2086,Bichancourt,200071785,nd,11.8
2087,Bieuxy,200071991,nd,7.1
2088,Bièvres,200043495,nd,14.1
2089,Billy-sur-Aisne,240200477,nd,12.8
2090,Billy-sur-Ourcq,240200519,nd,6.7
2091,Blanzy-lès-Fismes,240200501,nd,6.1
2093,Blérancourt,200071769,nd,9
2094,Blesmes,200072031,nd,8.7
2095,Bohain-en-Vermandois,240200493,nd,9.8
2096,Bois-lès-Pargny,240200469,nd,7.9
2097,Boncourt,240200576,nd,6.1
2098,Bonneil,200072031,nd,8.7
2099,Bonnesvalyn,200072031,nd,8.7
2100,Bony,240200493,nd,9.8
2101,Bosmont-sur-Serre,240200469,nd,7.9
2102,Bouconville-Vauclair,240200592,nd,5.9
2103,Boué,240200444,nd,10.8
2104,Bouffignereux,240200576,nd,6.1
2105,Bouresches,200072031,nd,8.7
2106,Bourg-et-Comin,240200592,nd,5.9
2107,Bourguignon-sous-Coucy,200071769,nd,9
2108,Bourguignon-sous-Montbavin,200071769,nd,9
2109,La Bouteille,240200444,nd,10.8
2110,Braine,240200501,nd,6.1
2111,Brancourt-en-Laonnois,200071769,nd,9
2112,Brancourt-le-Grand,240200493,nd,9.8
2114,Brasles,200072031,nd,8.7
2115,Braye-en-Laonnois,240200592,nd,5.9
2116,Braye-en-Thiérache,240200444,nd,10.8
2117,Bray-Saint-Christophe,200071892,nd,14.1
2118,Braye,240200501,nd,6.1
2119,Brécy,200072031,nd,8.7
2120,Brenelle,240200501,nd,6.1
2121,Breny,240200519,nd,6.7
2122,Brie,200071785,nd,11.8
2123,Brissay-Choigny,200040426,nd,7.5
2124,Brissy-Hamégicourt,200040426,nd,7.5
2125,Brumetz,200072031,nd,8.7
2126,Brunehamel,240200634,nd,11.4
2127,Bruyères-sur-Fère,200072031,nd,8.7
2128,Bruyères-et-Montbérault,200043495,nd,14.1
2129,Bruys,240200501,nd,6.1
2130,Bucilly,240200600,nd,15.7
2131,Bucy-le-Long,240200501,nd,6.1
2132,Bucy-lès-Cerny,200043495,nd,14.1
2133,Bucy-lès-Pierrepont,240200576,nd,6.1
2134,Buire,240200600,nd,15.7
2135,Buironfosse,240200444,nd,10.8
2136,Burelles,240200444,nd,10.8
2137,Bussiares,200072031,nd,8.7
2138,Buzancy,240200519,nd,6.7
2139,Caillouël-Crépigny,200071785,nd,11.8
2140,Camelin,200071769,nd,9
2141,La Capelle,240200444,nd,10.8
2142,Castres,200071892,nd,14.1
2143,Le Catelet,240200493,nd,9.8
2144,Caulaincourt,240200493,nd,9.8
2145,Caumont,200071785,nd,11.8
2146,Celles-lès-Condé,200072031,nd,8.7
2148,Celles-sur-Aisne,240200501,nd,6.1
2149,Cerizy,200040426,nd,7.5
2150,Cerny-en-Laonnois,200043495,nd,14.1
2151,Cerny-lès-Bucy,200043495,nd,14.1
2152,Cerseuil,240200501,nd,6.1
2153,Cessières-Suzy,200043495,nd,14.1
2154,Chacrise,240200519,nd,6.7
2155,Chaillevois,200071769,nd,9
2156,Chalandry,240200469,nd,7.9
2157,Chambry,200043495,nd,14.1
2158,Chamouille,200043495,nd,14.1
2159,Champs,200071769,nd,9
2160,Chaourse,240200634,nd,11.4
2162,La Chapelle-sur-Chézy,240200584,nd,6.3
2163,Charly-sur-Marne,240200584,nd,6.3
2164,Le Charmel,200072031,nd,8.7
2165,Charmes,200071785,nd,11.8
2166,Chartèves,200072031,nd,8.7
2167,Chassemy,240200501,nd,6.1
2168,Château-Thierry,200072031,nd,8.7
2169,Châtillon-lès-Sons,240200469,nd,7.9
2170,Châtillon-sur-Oise,200040426,nd,7.5
2171,Chaudardes,240200576,nd,6.1
2172,Chaudun,240200519,nd,6.7
2173,Chauny,200071785,nd,11.8
2174,Chavignon,240200501,nd,6.1
2175,Chavigny,240200477,nd,12.8
2176,Chavonne,240200501,nd,6.1
2177,Chérêt,200043495,nd,14.1
2178,Chermizy-Ailles,240200592,nd,5.9
2179,Chéry-Chartreuve,240200501,nd,6.1
2180,Chéry-lès-Pouilly,240200469,nd,7.9
2181,Chéry-lès-Rozoy,240200634,nd,11.4
2182,Chevennes,240200444,nd,10.8
2183,Chevregny,240200592,nd,5.9
2184,Chevresis-Monceau,200040426,nd,7.5
2185,Chézy-en-Orxois,200072031,nd,8.7
2186,Chézy-sur-Marne,240200584,nd,6.3
2187,Chierry,200072031,nd,8.7
2188,Chigny,200071983,nd,13.3
2189,Chivres-en-Laonnois,240200576,nd,6.1
2190,Chivres-Val,240200501,nd,6.1
2191,Chivy-lès-Étouvelles,200043495,nd,14.1
2192,Chouy,200071991,nd,7.1
2193,Cierges,200072031,nd,8.7
2194,Cilly,240200469,nd,7.9
2195,Ciry-Salsogne,240200501,nd,6.1
2196,Clacy-et-Thierret,200043495,nd,14.1
2197,Clairfontaine,240200444,nd,10.8
2198,Clamecy,240200501,nd,6.1
2199,Clastres,200071892,nd,14.1
2200,Clermont-les-Fermes,240200634,nd,11.4
2201,Cœuvres-et-Valsery,200071991,nd,7.1
2203,Coincy,200072031,nd,8.7
2204,Coingt,240200600,nd,15.7
2205,Colligis-Crandelain,200043495,nd,14.1
2206,Colonfay,240200444,nd,10.8
2207,Commenchon,200071785,nd,11.8
2208,Concevreux,240200576,nd,6.1
2209,Condé-en-Brie,200072031,nd,8.7
2210,Condé-sur-Aisne,240200501,nd,6.1
2211,Condé-sur-Suippe,240200576,nd,6.1
2212,Condren,200071785,nd,11.8
2213,Connigis,200072031,nd,8.7
2214,Contescourt,200071892,nd,14.1
2215,Corbeny,240200592,nd,5.9
2216,Corcy,200071991,nd,7.1
2217,Coucy-le-Château-Auffrique,200071769,nd,9
2218,Coucy-lès-Eppes,240200576,nd,6.1
2219,Coucy-la-Ville,200071769,nd,9
2220,Coulonges-Cohan,200072031,nd,8.7
2221,Coupru,240200584,nd,6.3
2222,Courbes,200071785,nd,11.8
2223,Courboin,200072031,nd,8.7
2224,Courcelles-sur-Vesle,240200501,nd,6.1
2225,Courchamps,200072031,nd,8.7
2226,Courmelles,240200477,nd,12.8
2227,Courmont,200072031,nd,8.7
2228,Courtemont-Varennes,200072031,nd,8.7
2229,Courtrizy-et-Fussigny,240200576,nd,6.1
2230,Couvrelles,240200501,nd,6.1
2231,Couvron-et-Aumencourt,240200469,nd,7.9
2232,Coyolles,200071991,nd,7.1
2233,Cramaille,240200519,nd,6.7
2234,Craonne,240200592,nd,5.9
2235,Craonnelle,240200592,nd,5.9
2236,Crécy-au-Mont,200071769,nd,9
2237,Crécy-sur-Serre,240200469,nd,7.9
2238,Crépy,200043495,nd,14.1
2239,Crézancy,200072031,nd,8.7
2240,Croix-Fonsomme,240200493,nd,9.8
